,tweet
459,@Flipkart why I'm unable to continue to play game in game zone. What's wrong with the background. Pls elaborate thi… https://t.co/npsqyPMJpM
460,@_prateekbh @flipkart_tech @_megsachdev @Google @AMPhtml @googlechrome 👏👏👏👏👏👏👏👏
461,"@paytmmallcare There is no other discount for this product, and offers are giving all others apps are separately if… https://t.co/WHZAiWe47R"
462,Flipkart – Buy Cenizas Charcoal Peel Off Mask for Women &amp; Men 100ml at Rs.99 https://t.co/7F4TrKiglZ
463,"Flipkart – Buy Camlin White Board Marker Pen (Set of 10, Black) at Rs.140 https://t.co/lTx39GaA0j"
464,Flipkart – Buy Happily Unmarried Body Wash – Bergamot &amp; Patchouli 200ml at Rs.140 only https://t.co/K7J3Yj9fGo
465,Flipkart- Buy ScoreMore 21 Sample Papers CBSE Boards (Revised Pattern) for 2020- Class 12 English at Rs 58 https://t.co/xjPn3jMebu
466,@amosinbaraj Which episode is this? Couldn't find this in Flipkart app.
467,"@flipkartsupport Still no calls no response !! Such a pathetic service by @flipkartsupport @Flipkart @UfterYou  , i regret choosing @amazk"
468,RT @CNBCTV18News: Reliance's likely entry into the space by Diwali next year will bring in massive competition for both Amazon and Flipkart…
469,"Google Pixel 3a XL, Vivo Z1 Pro, Other Phones Receive Price Discounts as a Part of Flipkart Sale https://t.co/L9F3mnKOt8"
470,@2GUDSupport @Flipkart OD117310775198593100
471,@Flipkart I had bought IFB Aqua 6.5 KG Washing Machine on 24 Dec'19 having some defect in the product as ascertaine… https://t.co/2hsRgtZxzq
472,@FireRai Sorry to hear that. We'd definitely like to help. We understand your concern about the delivery of your pr… https://t.co/dU96xgzZ5k
473,@Flipkart @deliverydotcom @PMOIndia Maine flipkart se ek order Kiya tha Jiska Maine payment bhi Kar diya tha par me… https://t.co/qPCIgOQcfI
474,Reliance's likely entry into the space by Diwali next year will bring in massive competition for both Amazon and Fl… https://t.co/2IzwmxsHEF
475,"Year-end sales bring along greater discounts on several products. @Flipkart
https://t.co/DeDAHOqIQw"
476,"@flipkartsupport Affiliate id goyalvineet07@gmail.com, payment of Rs 3084 is not received and is showing paid on Fl… https://t.co/yURE1QW6bp"
477,@Paytmcare I want to buy a memory card of 64GB from paytm but it is exceed the price limit because in other apps li… https://t.co/dC4TyQLlss
478,"@MiTVIndia @amazonIN @Flipkart Don't buy......MI customer support is worse, quality of TV is worst,within 7 month 4… https://t.co/0pSD1Go5ws"
479,"Amazon, Flipkart may face tough challenge in 2020 as Reliance firms up plans - Livemint https://t.co/CrnRHbfwvL"
480,"Amazon, Flipkart may face tough challenge in 2020 as Reliance firms up plans - Livemint https://t.co/ffefPtjeR5"
481,"@Flipkart why I am getting this error page
I cant able to play any games. 
Wt are the tnc https://t.co/aoXAI1PMXS"
482,#Flipkart #FlipkartStories  #Kalyan_K #ecommerce #flipkartsamarth #boycottflipkart #newflipkartwithkalyan… https://t.co/dWsTfYtCaj
483,"Nivea Beauty &amp; Personal Care Products Minimum 40% off Starting @ Rs. 181

🔥 https://t.co/2huavCy7v3

#Flipkart… https://t.co/gorYtQQM6A"
484,"RT @sahil29nov: #Flipkart #FlipkartStories  #Kalyan_K #ecommerce #flipkartsamarth #boycottflipkart #newflipkartwithkalyan
#flipkartfraud 
#…"
485,@Himanshu_Verman We're glad that we could put a smile on your face. Hope to see you soon! Thanks for shopping on Fl… https://t.co/UZX7f7tG8G
486,"Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans - https://t.co/C7zXFdQfJ1 https://t.co/kw4DIUEjae"
487,@flipkartsupport @FlipkartSellers @Flipkart America tourist Different model and coller product has been delivered b… https://t.co/ZQvgjuOLMm
488,@flipkartsupport on behalf of your conversation m call to my gift voucher company thet told me pls send me mail rec… https://t.co/XbYX9db3B7
489,New post in Flipkart SmartBuy ISI Mark Shock-Proof &amp; Water-Proof 1000 W Immersion Heater Rod  (Water) at Rs.259… https://t.co/xNiaW8nkKf
490,"@flipkartsupport Thank you for accepting the request and issuing a replacement laptop. Much appreciated. 
Let's hop… https://t.co/7dK5qXNOxb"
491,"@mannsoni16 To ensure that your Flipkart account information is safe, please start a private message with us by cli… https://t.co/km3kdbmnBk"
492,"REMINDER-70
SHAME!!
NO RESPONSE!! NO RESOLUTION!!  STUDIED SILENCE!
HEIGHT OF FRAUD,CHEATING AND UNETHICAL PRACTICE… https://t.co/5gjJd4kAop"
493,@Flipkart Your service was very poor already and it becomes more pathetic for FlipkartPlus member you people took t… https://t.co/n0gQ6vBk1k
494,@flipkartsupport @Flipkart apart from writting this response you guys are not not doing any thing.
495,"@SOMENCH93571590 @MyntraSupport @myntra There just trying to snatch money from their customers
In my case,it was a… https://t.co/VijZPTp0zF"
496,Flipkart – Buy Cenizas Charcoal Peel Off Mask for Women &amp; Men 100ml at Rs.99 https://t.co/65ec32y9lc https://t.co/YsCuUO8vi7
497,"@Flipkart 
Please follow OD117411145008748000 [Incident: IN1912281402107254443]
You guys are not following your own… https://t.co/E31lNcgnhx"
498,"@RKRANA05 @myntra @MyntraSupport @aajtak There just trying to snatch money from their customers
In my case,it was a… https://t.co/Nou9Q3DqMY"
499,"@SankalpJain_ To ensure that your Flipkart account information is safe, please start a private message with us by c… https://t.co/Jsyhom2YT2"
500,Flipkart – Buy Cenizas Charcoal Peel Off Mask for Women &amp; Men 100ml at Rs.99 https://t.co/HLxyhRoj73 https://t.co/SSHmvYX2ab
501,"Google Pixel 3a XL, Vivo Z1 Pro, Other Phones Receive Price Discounts as a Part of Flipkart Sale https://t.co/GhCcWJ2jLd"
502,"@Flipkart what is the profit of being a plus member when you can't even deliver fast to any of the product I am ordering?
#shitservice"
503,"@Flipkart @flipkartsupport  you have useless resources and services.
#shameonyou"
504,@jagograhakjago @Flipkart FLIPKART IS WORST COMPANY IN THE E COMMERCE WORLD. THEY NEVER REFUND NEVER HEAR TO CUSTOM… https://t.co/acIX2LGaOB
505,"@Flipkart @flipkartsupport  now you providing me solution that i'll cancel this order and place new one.
You guys d… https://t.co/LwqeVUY6cK"
506,"RT @sohailone43: Hi Dont by any TV from Flipkart #Flipkart 

I have purchased one #Xiaomi mi TV on 21st TV delivered on 24th and as per Fli…"
507,@Sunita86304191 @JabongIndia @ShopClues @Paytm @Flipkart @amazonIN We always request our customers to never share t… https://t.co/Sqda2iUpBT
508,@Sunita86304191 @JabongIndia @ShopClues @Paytm @Flipkart @amazonIN Hi! Very sorry for the inconvenience. I've noted… https://t.co/bdoB4NItQN
509,@CimGOI @Cybercellindia @DCP_CCC_Delhi please check this. Pirated games are being sold on Flipkart and company is n… https://t.co/TdVwh8dALJ
510,"@forum_consumer
Sir my name is Samrat, I place an order from Flipkart. Now I want to return my items, issue is Size… https://t.co/Yich392bKW"
511,"“Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans” https://t.co/IXyvO51pL5"
512,"RT @ASUSIndia: #AsusPhotoHack Capturing a panorama on the #ASUS6z is as simple as it gets!
Step 1: Launch the Camera
Step 2: Tap PANO
Step…"
513,RT @ASUS_ROG_IN: The #ROGPhone2 has been declared the 'Best Gaming Phone of the Year' by @news18dotcom at the #TechAndAutoAwards2019 as it…
514,@ASUSIndia @Flipkart Enable airtel  VoWifi in Asus max pro M1 ..it is very disappointed...
515,"@consumerforum_
I want to return my items. Just unblock my account. Once I return my items. I promise I never place… https://t.co/yYtiMIkm5E"
516,I ordered jbl c100 tws. But i received fake product with the different model name(TWS-4). @Flipkart… https://t.co/5BxuUS0mbx
517,@dk2666 @Flipkart 🙄😂
518,"Presenting my first #book , a collection of 55 #poems in #hindi .
Available for pre order on : @amazon,@Flipkart ,… https://t.co/4m9s0Gtt8Z"
519,@_Kalyan_K SIR I WAS THE CUSTOMER OF FLIPKART. AND THE COMPANY BLOCKED MY ACCOUNT WITHOUT ANY PROPER REASON. AND TH… https://t.co/SmAiqZmiPn
520,"@flipkartsupport
I want to return my items. Just unblock my account. Once I return my items. I promise I never plac… https://t.co/EnaXkLuTq6"
521,"RT @lamplaat: @flipkartsupport @Flipkart @amazon No action taken by @Flipkart. Order is prepaid, payment is done on 23rd, delivery date was…"
522,"RT @ajayabajpai: Still waiting for the repair of our brand new 4x 50 inch Mi tv, more than a fortnight after complaining Woin2019121800622…"
523,"@flipkartsupport
Now flipkart making full. 😠"
524,"A Fraud case of Fake E-kart executive, i want a resolution asap. My Order ID - OD117380170866275000.

@Flipkart @flipkartsupport"
525,RT @Mohdzub86760561: @ZestMoney @makemytrip Please fixed Flipkart issue not able to see zestmoney in EMI section in Flipkart
526,@Flipkart Flipkart is becoming very bad company Flipkart blocked my account without any such reason and whenever I… https://t.co/MLe43tWYc6
527,"My last decade:
👨‍🎓 Graduated.
💲Had most fun job @flipkart_tech
❣️ Married my long time crush @_megsachdev
😍 Got a… https://t.co/1fszl94E8P"
528,@AnushkaSharma @myntra @Flipkart @centralandme @AJIOLife @TataCLiQ @AmazonFashionIn @NushBrand Wow nice video
529,#flipkart your call center guys are u able to answer or give solutions when customer is asking for a solution and n… https://t.co/fQ9RgMWlNJ
530,"@send2shashank To ensure that your Flipkart account information is safe, please start a private message with us by… https://t.co/3WdtY2xQMo"
531,@ShivAroor Not able to find it on Amazon and Flipkart... 😅
532,I ordered jbl c100 tws. But i received fake product with the different model name(TWS-4). @Flipkart @flipkartsupport @jbl
533,"RT @bolt_hello: Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&amp;C
Bank OfferExtra 5% off* with Axis Bank Buzz Credit Car…"
534,"Bank Offer5% Unlimited Cashback on Flipkart Axis Bank Credit CardT&amp;C
Bank OfferExtra 5% off* with Axis Bank Buzz Cr… https://t.co/6YBsAxOiVN"
535,@kensterkenneth private message by clicking here https://t.co/5DoqNukc8t to make sure that your Flipkart account in… https://t.co/zHRdisJXE4
536,"@i_m_anil12 Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just reach out… https://t.co/pZyDxEZJFv"
537,@Flipkart can I Get My Order Before The Delivery Date
538,"Get excited this year,
Grab your Philips Power Bank.

Link : flipkart: https://t.co/L2QxBYJ0MK
Website :… https://t.co/kGbJxfLjJM"
539,"RT @praveendel: Amazon-Flipkart .. Habitual law offenders, Experts in Tax Avoidance, Monopolising market is USP, Excellence in killing dome…"
540,Flipkart SmartBuy ISI mark-Shock proof 1000 W Immersion Heater Rod (Water) at Rs. 259 https://t.co/GANEpPh6c0
541,Couldn’t make that 12 AM birthday wish call due to no battery? The 50W SuperVOOC on #realmeX2Pro &amp; 30W VOOC 4.0 on… https://t.co/5oukRwCXLv
542,"@flipkartsupport @Flipkart   OD117396828531745000 
Product is not deliver by courier boy and status shows delivered."
543,"@Flipkart @Flipkart   OD117396828531745000 
Product is not deliver by courier boy and status shows delivered."
544,@samrat88625564 Sorry to hear that. We understand your concern about the Flipkart account. Request you to share the… https://t.co/gs3N1GtleM
545,@flipkartsupport I haven't received any calls from u guys then y u sending me msg tht I didn't received ur calls. U… https://t.co/qfYm9UsmMV
546,"Google Pixel 3a XL, Vivo Z1 Pro, Other Phones Receive Price Discounts as a Part of Flipkart Sale - Gadgets 360 https://t.co/CAfYgZCfYs"
547,Capture beautiful moments without compromising on the quality! Tecno Spark Power with stunning AI Triple Rear Camer… https://t.co/MBMcuY3WH8
548,@Flipkart @BlaupunktIndia @BlaupunktTools @forum_consumer installation pending . Have the product but don't know wh… https://t.co/AMrZQtA4XY
549,"Still waiting for the repair of our brand new 4x 50 inch Mi tv, more than a fortnight after complaining Woin2019121… https://t.co/v3zt539MpY"
550,Why refund time is so long &amp; the most worst part is my money strucked only for Flipkart  gateway systems problem. p… https://t.co/4kEG6FpyZf
551,"@MiTVIndia @amazonIN @Flipkart Still waiting for the repair of our brand new 4x 50 inch Mi tv, more than a fortnigh… https://t.co/N8CeNXVAS2"
552,@ICICIBank @Flipkart @TataCLiQ It has been a month of my tweet about not responding from bank still didn't get any… https://t.co/G2oIjTYdOC
553,"#BoycottFlipkart
I have ordered iPhone 11 128gb, they delivered Airpods.
A replacement was issued for the wrong del… https://t.co/dV7cfFYiIt"
554,Hey @myntra is this the way you provide joy of happiness? After Opening i could not differentiate if it was US Polo… https://t.co/6QVVvW0SVL
555,RT @arunr_r: @flipkartsupport @buntyrocking you won't get any solution from @flipkartsupport simply they will ask you to do DM after that y…
556,"@Flipkart What is wrong with flipkart?
If you people are unable to deliver product as per the description.
Why shou… https://t.co/6NbUI1ww4U"
557,"RT @kalaisel: Learn from @Flipkart 
My mobile has no issues in below mentioned categories.. @AmazonHelp @amazonIN @amazon #worstcustomerser…"
558,The later part of 2019 was not all that bad for #Amazon and #Flipkart as festive sales brought in record revenue fo… https://t.co/LtMEC8MX13
559,"RT @phoneradarblog: #Exclusive - @Flipkart launching this #Moto branded TV on 16th Sept in India

https://t.co/ce5Gz5TsUe @motorolaindia ht…"
560,"RT @phoneradarblog: We just ordered the Apple Watch at Rs 16,199, you can find this deal on @Flipkart #BigBillionDays at https://t.co/UZ3PV…"
561,@flipkartsupport Such a pathetic service am getting from flipkart. Product was expectd to be deliverd on 28 Dec and… https://t.co/MJ2cXnFEE8
562,@Flipkart dublicat product open parsal mila he pura khula huwa https://t.co/MgYhNl7WCN
563,"MobiMonk new launch! 
Cases with airpods pouch attached. 
Available in interesting colours. 
You can buy them for f… https://t.co/HJzCIwjgTJ"
564,"@flipkartsupport @Flipkart  this is what you people doing inside the DM 

Same kind of worst support

Unhappy being… https://t.co/DyO4Ac95jV"
565,AmeraDeals: Flipkart SmartBuy ISI mark-Shock proof 1000 W Immersion Heater Rod  (Water) at Rs. 259:… https://t.co/irYdNrBVCc
566,@Flipkart @2GUD Can you please help me??
567,@realmemobiles @Flipkart Please provide discount on SBI OR HDFC cards
568,@GISSupport Sir do you think service centre really help me with this problem even flipkart refuses to help me sir i… https://t.co/qKUXjsjaHB
569,@XiaomiIndia @amazonIN @Flipkart Note 7 pro cemara error  plz... Fix it with new update https://t.co/KWJ3A0O2eX
570,but the delivery system has failed. I think Flipkart has lost control at ground level. If item is booked on CoD the… https://t.co/zO5XCb9Wh2
571,now he is telling that my item is not out for delivery. I made payment during the order the order itself. If it was… https://t.co/IxWmY52cR2
572,@Flipkart Sir Parcel is yet to be delivered. In app it is showing they are out for delivery on 28 Dec(screenshot at… https://t.co/m43aZNz9Jg
573,"Still no sollution , I think @Flipkart don't care about  their customer for sure"
574,RT @gogiinc: Nokia Smart TV Unboxing - 55 inch Ultra HD 4K with sound by JBL https://t.co/DSS29ZjLMZ #Nokia4ktv #Flipkart #NokiaUHDtv #noki…
575,@RedmiIndia @amazonIN @Flipkart Redmi k30 india Launch?????
576,"#Flipkart My mobile number 9557503381 has been blocked since 29 September for no reason, please activate it"
577,"Learn from @Flipkart 
My mobile has no issues in below mentioned categories.. @AmazonHelp @amazonIN @amazon… https://t.co/nq67pP3sV3"
578,"@flipkartsupport 
As the year comes to its end..
I'm gonna announce something..
that #flipkart going to end the yea… https://t.co/hFGsgiGqQW"
579,@AmazonHelp @AmazonHelp @amazonIN @amazon learn from @Flipkart this is how they clearly mentioned and my mobile has… https://t.co/kgLgyYBjfI
580,"Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans https://t.co/5QxiLvecPx #news #headlines https://t.co/CwefpfGJvT"
581,"Flipkart plus v/s Amazon prime
I ordered a item on Flipkart on 21-12-19 and it will reach to me on 31-12-19 and i o… https://t.co/pDYhSYVTLA"
582,@flipkartsupport @Flipkart @_sachinbansal order OD117380164856517000 is still undelivered. I wnt ths today anyhw I'… https://t.co/s3D5cuN7Uy
583,@Okraji003 Flipkart la irukey
584,"Flipkart पर भारी डिस्काउंट पर मिल रहे ये स्मार्टफोन, क्वालकॉम स्नैपड्रैगन डेज सेल 31 दिसंबर तक https://t.co/tV0DWj3mMv"
585,"Are this check shirts 😡 and of roadside quality. Companies name is ""Theoneday"", and there contact number is switche… https://t.co/cUucZeMYUF"
586,"What are you doing @Flipkart with your customer.
Very bad experience from you .
I have ordered a mobile phone but w… https://t.co/WKUjPnvK5L"
587,@Flipkart My order was to be delivered by Saturday but some one call me from +911141132655 and informed the they ca… https://t.co/eJBzEy3sAI
588,"@Flipkart 
Why is it that a lot of product are not available at pin code 700015 and if it's available then the deli… https://t.co/il3uM5mDNW"
589,@Flipkart The product details has not mentioned with the details the accessories as well. If i iniate the return it… https://t.co/yNF0JHDsFq
590,"@Flipkart  as usual kinda worst support on my product return concern
I have received the product with Missing acces… https://t.co/LpNJf5tIZW"
591,"Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans #Amazon #flipkart #reliance 
https://t.co/IezjVxxqyS"
592,"@MiTVIndia 2019 is about to end , as per flipkart xiaomi 4a 43"" tv will receive android update with Google play sto… https://t.co/GTh4olSZe0"
593,"It will bend. And you see,  you can't get refund even. You can't return even. If it's damage or defective then only… https://t.co/HAdqlLwfz8"
594,@DeepikaBhardwaj @LifeMathMoney  is the one after recommendation from one of Flipkart founder. Talks so much sense in today's times.
595,"@gandharvj To ensure that your Flipkart account information is safe, please start a private message with us by clic… https://t.co/0n3iU4Yb2c"
596,Need CHIRAITA (चिरैता) for skin care; look for our offers under brand ‘Lata’ on Flipkart ! https://t.co/1OhuhOJhBJ
597,@Vivekgaur20 Happy to know this. We really appreciate you taking the time out to share your experience with us. We… https://t.co/ABGVjpf8KP
598,@flipkartsupport  I ordered a product on 23rd Dec . I received a different product on 25th .Then I place a replacem… https://t.co/o4N9fN4dZa
599,"Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans https://t.co/X65FLZNGqe https://t.co/1DecmNVzJu"
600,@myntra is giving me a real hard time by delivering wrong product &amp; forcing me to keep the same. I have been cheate… https://t.co/iEouakqxT7
601,"Yesterday got again msg of ""product is out for delivery""
But still product is not delivered 😓
Look at wht your deli… https://t.co/QgLaqkU2zR"
602,"RT @realmemobiles: Presenting the #64MPPerformanceXpert with SD 730G, 30W VOOC 4.0, 64MP Quad Camera &amp; more - the ultimate gaming smartphon…"
603,"@Flipkart heyy flipkart, I think day by day your pick up boys are getting more assholeler. As he said will not pick… https://t.co/B8dMEw9Xxm"
604,10 to 12 percent with in 20minutes of video  recording then also they r refused to help me very worst flipkart supp… https://t.co/TDTMQy1g1P
605,And when i called flipkart support they told me that cant help me out with this because their fraudsters seller had… https://t.co/QLU6aOR2YE
606,"@flipkartsupport @Flipkart @TechnicalGuruji @AmreliaRuhez @GISSupport @GyanTherapy @ManojSaru @InfinixIndia 
I had… https://t.co/mz2owptiGd"
607,"@Flipkart @GoogleIndia I don't understand the pricing of pixel 3a nd 3a XL on flipkart.
Products are on discount bu… https://t.co/IqPx6I5kgd"
608,"@XiaomiIndia @amazonIN @Flipkart @FinMinIndia @XiaomiIndia 
Now they are dismissing my 9882 Mi tokens which are wor… https://t.co/zNq8p89Vjx"
609,"@Flipkart worst service of all time worst customer support cannot track my single order status
OD117385384076581000… https://t.co/TjzpA4IVAz"
610,@NushBrand @myntra @Flipkart @centralandme @AJIOLife @TataCLiQ @AmazonFashionIn @AnushkaSharma Where have you been babes?
611,"Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans https://t.co/eYk7EpOJpJ https://t.co/tuqkaG0mM3"
612,@sriram03444577 Sorry to hear that. We understand your concern about the Flipkart account. Request you to share the… https://t.co/F3w8GNKKVN
613,@Flipkart I am always giving preference to you for online shopping but now days your products prices are showing hi… https://t.co/srjy6dnmdm
614,Guys what is happening?? @flipkartsupport @Flipkart u r logistics is very bad. https://t.co/D6qLkmaeaA
615,@flipkartsupport my flipkart a/c blacklisted. Cc told that u have cancelled the twice 2017 and once 2018. What wron… https://t.co/hcnXtDItbh
616,@kaul_vivek @mid_day @amazon @AmazonHelp @Flipkart Can we have a ready to add to cart list of all the books mention… https://t.co/sZ5Ec9y5tj
617,"Amazon, Flipkart may face tough challenge in 2020 as Reliance firms up plans https://t.co/5lmRk7OAs6"
618,"@iamvatsal111 To ensure that your Flipkart account information is safe, please start a private message with us by c… https://t.co/5sXCv0YkU0"
619,"#flipkart My mobile number 9557503381 has been blocked since 29 September for no reason, please activate it"
620,@arvind15_ @Zomato @swiggy_in @BOX8_in @FreshMenuIndia @Flipkart @amazonIN Happy new year to you too 🤗 May this yea… https://t.co/EQ1Mc7RnnI
621,@realmemobiles @Flipkart @AmreliaRuhez 👍
622,@Flipkart worst guys you don't know how to talk with the customer care and some girl picked the call. I have record… https://t.co/7JcDgdxz9u
623,"@Flipkart @flipkartsupport worst service from you guys.  u have sent me the wrong size of the same product, not onc… https://t.co/ilgPCsxeWH"
624,"Retail News Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans https://t.co/miAPS0EF1E… https://t.co/UWwRKAL72k"
625,And haan kya promise date ho jab kuch hota hi nhi hr baar jhut bolte ho hr baar jhuti information dete ho . Aapka b… https://t.co/lGTNdoZG1b
626,@flipkartsupport Update regarding your recent communication with Flipkart [Incident: IN19122617555623953884]
627,"@Flipkart 
Flipkart tum smjhe kya ho apne aap ko paisa rok ke rkhe hk watch ka watch bheja nhi upr se mera identity… https://t.co/uLL6ZSJskL"
628,"Good to know that @Flipkart has instantly activated my kyc for Flipkart Pay-later, where I saw users posting that i… https://t.co/upsVuXOkHx"
629,"Flipkart SmartBuy ISI Mark Shock-Proof &amp; Water-Proof 1000 W Immersion Heater Rod  (Water) @ ₹259

🔥… https://t.co/BUTGN3i9KZ"
630,"RT @myo2s2: When winter wind tease you 
When snow breeze shiver you
O2S2 Woollen Collection is ready to warm you.

Wide range &amp; variety ava…"
631,@realmemobiles  I have order on 24th and i know @Flipkart cant deliver my order on promise day so I made follow fro… https://t.co/Khtt5J7OAz
632,"@Flipkart this is the service , u promised today delivery @11.00am bt now it's 11.30am and no msg of out for delive… https://t.co/BQVb2nT0kB"
633,RT @adyahsv: Flipkart SCAM...of not providing Huawei Free Lace Bluetooth Headset   after Pre-Ordering HUAWEI GT WATCH 2 to its customers @H…
634,"@flipkartsupport @Flipkart @_sachinbansal 
FLIPKART CHOR COMPANY HAI KOI ELECTRONIC SAMAN MAT KHARIDO KHARAB HUA TO… https://t.co/vbKa3iQjq2"
635,"@gamit6647 We're here to help you. In future, to ensure that your Flipkart account information is safe, please star… https://t.co/lFamcTidgh"
636,@realmemobiles  you people always collaborate with @Flipkart for all your new products . But they never delivery th… https://t.co/fD8YBni4Ut
637,"@flipkartsupport @Flipkart @_sachinbansal 
Doob maro @Flipkart walo  .kuch nahi bas ka tumhare. ek tv return nahi k… https://t.co/QcsZtH4qyE"
638,As always again a idiot called me and gave me the same update. I told u. I have now talked with almost 16 flipkart… https://t.co/RJF0R2R4U7
639,@flipkartsupport See the logo used by flipkart. I am not sure its mistake of seller or flipkart . You are using log… https://t.co/byEcHvl4js
640,"ETRetail | Tough 2020 awaits Amazon, Flipkart as Reliance firms up plans https://t.co/iy2GepmL57"
641,RT @anjai12: We should go to consumer court  against flipkart.😠😠 https://t.co/0Pjrr1DPqm
642,@anjai12 @Flipkart ....
643,@flipkartsupport Why flipkart not refunding the super coins which is used in travel booking. This is just cheat to… https://t.co/BDwt9JJVco
644,@Flipkart  this is what flipkart sell to its customers and now not giving refund fraud site do not buy products fro… https://t.co/WX1YPwg584
645,@MangoMa08126687 Thanks for showing interest in shopping with us. We assure you that we mandate that all sellers li… https://t.co/Qw3cbsNkqH
646,@Flipkart You hadn't revert me yet what about my Payment
647,We should go to consumer court  against flipkart.😠😠 https://t.co/0Pjrr1DPqm
648,@arpitsingh1920 Sorry to hear this. Please let us know what went wrong along with the order details so that we can… https://t.co/hPnipGhyct
649,@Flipkart Dear Sir mujhe aap ki team ki taraf se pichle ek mahine se problem hai and koi bhi response nhi mil raha… https://t.co/NJdGa61yEa
650,@flipkartsupport @Flipkart अभी तक कोई रेस्पॉन्स नही मिला है क्या पूरी ठंडी निकलना है कुछ तो प्रयास करिये
651,"@Flipkart @flipkartsupport 
My return request is cancelled again  3 time already cancelled. very poor service from… https://t.co/Uotjz3NfxL"
652,RT @arpitnitb: #Flipkart Extremely poor service. Order no. OD117381867077125000. Your customer care acknowledged that mistake was made. But…
653,"@jgopikrishnan70 @Twitter @TwitterIndia If Flipkart is India's answer to Amazon, Ola is India's answer to Uber, wha… https://t.co/Woc2gSqa5x"
654,@Flipkart @flipkartsupport Executive who called on 28th Dec wanted to understand the location and said that he will… https://t.co/AxS26M8oyQ
655,@Flipkart @flipkartsupport Order placed on on 23rd Dec with delivery date of 3rd Jan became out for delivery on 25t… https://t.co/hyrRUWYqpr
656,@SamsungIndia An out of box faulty refrigerator delivered by @Flipkart. Both @Samsung and @Flipkart refused to prov… https://t.co/Mk2oS4dadW
657,"@flipkartsupport @Flipkart why am I getting the same reply since yesterday ...help me for a new iphone asap

@flipkartsupport"
658,10 हजार रुपये के साथ शुरू की थी ईकॉमर्स कंपनी अब हर महीने 50 लाख रुपये का राजस्व कमाता है यह 26 वर्षीय https://t.co/bBvLaDXwEy
659,@PMOIndia Sir pahle online band karwayiye ...fir ye batien kahiye ....Flipkart ne bura Hal kar rakha hua hai markit ka
660,"@Flipkart please provide me with the status for receiving a dummy iphone11

@flipkartsupport"
661,"RT @kodaktvindia: The gifting season has just begun!
Get your hands on the exciting @Flipkart offers during #JingleDays on Kodak HD LED TV.…"
662,@abhishek191190 @Flipkart @flipkartsupport I got the same ad! How to remove this from my search results?
663,@Flipkart fake products sold at a name of different brand. Prestige doesn't even have in tap business. https://t.co/pR99ZULiZS
664,@AidaanTanweer @Flipkart Sorry to hear that. Please DM us your order ID so that we can sort this out.
665,"@HiHonorIndia @Flipkart Stunning but I am broke 🤣
But would love to have this one and start clicking 🙌"
666,"@JustJJC19 @_sachinbansal @Flipkart @flipkartsupport No no they are liars, they are saying that final resolution ha… https://t.co/vTkFgr2y5P"
667,@Flipkart i have redeem voucher from my super coin but that voucher showing expired in correspondence app...
668,RT @sumitagarwal_82: @ProductsIndian @AimraIndia @Deepakkhemani8 @LakhyaniKailash @TEAMCAIT @writankarmET @narendramodi @PiyushGoyal @DIPPG…
669,@Flipkart Why Product (any product) are out of stock for pincode 801303 from November. I am also Flipkart Plus Memb… https://t.co/nNLdHLqDMU
670,@nwadhwani711981 @realmemobiles @Flipkart mai v bro
671,@SahilAzam17 @Flipkart @AmazonHelp @WallmartWalmart
672,@Flipkart Update from Flipkart Customer Service for [Incident: IN1912241559228132201] they aren't resolving my issu… https://t.co/fWSPhsXo8c
673,@SahilAzam17 @Flipkart @AmazonHelp
674,@lamplaat @flipkartsupport @Flipkart @jagograhakjago I SUPPORT @lamplaat
675,"RT @TEAMCAIT: Here’s What Forced CAIT To Go On Hunger Strike Against Amazon, Flipkart https://t.co/ufPW4610AY via @@inc42 @praveendel @BCBH…"
676,RT @lamplaat: @flipkartsupport First you deliver then chase for payment and you didn't get any update from customer. Whenever you asked for…
677,Hello friend not call flipkart me and Emil send calling me flipkart big fourd flipkart and last request please call me same numbar
678,@ageless_trvlr @onidalive @RangbaazZee5 @ZEE5India @ZEE5Premium @Flipkart @amazon totally agree..m also chasing them since lst 2 months
679,"@BlaupunktIndia buy a LED TV from @Flipkart , schedule delivery today. Can I unbox and start using it ? As the sche… https://t.co/Z3NmwqWwbt"
680,"The long wearing formula.

#zodakusa 🔝
#long #wearing #lipstick💄💋

#makeup #lips #softlips #lightweight… https://t.co/ahKdcIylUl"
681,Simple Maths to ponder.This product on flipkart has 67k reviews. So I am assuming all who bought have given ratings… https://t.co/VV4vZgysW9
682,@flipkartsupport Chutiyo mera account revive karo #Chakkoo @Flipkart @FlipkartStories @flipkartsupport
683,"@Flipkart 
mere account ko unlocked kijye sir..
ya mere Gift card ka paisa Return kijye.
my flipkart id 9939343777 https://t.co/vWK4FxD9Ih"
684,"@myntra no please do not connect with me i m least interested to do that, i just shared my feedback with your team… https://t.co/ZhGK5zJBYF"
